property_id,url,title,location,price_preview,bedrooms_preview,bathrooms_preview,city,property_type
0192275e-0c6f-7115-84e7-e49d8853bef5,https://www.lamudi.com.ph/property/41032-73-e49d8853bf3e-cb8-19227a7-8530-715e,Condo For Rent in Barangka Ilaya,"Barangka Ilaya, Mandaluyong",35000.0,1,1,mandaluyong,condo
0192275c-cc6f-7115-84e7-dc0c1f807eae,https://www.lamudi.com.ph/property/41032-73-dc0c1f807ef7-ccb8-19227a5-8530-715e,Condo For Rent in Barangka Ilaya,"Barangka Ilaya, Mandaluyong",35000.0,1,1,mandaluyong,condo
0192275b-8046-7115-84e7-d61dca5206e5,https://www.lamudi.com.ph/property/41032-73-d61dca52072e-808f-19227a4-8530-715e,Condo For Rent in Barangka Ilaya,"Barangka Ilaya, Mandaluyong",35000.0,1,1,mandaluyong,condo
01922748-5b34-7115-84e7-cc24a09756f1,https://www.lamudi.com.ph/property/41032-73-cc24a097573a-5b7d-1922791-8530-715e,Condo For Rent in Barangka Ilaya,"Barangka Ilaya, Mandaluyong",35000.0,1,1,mandaluyong,condo
0191fef3-03cc-7884-8d4a-c00f36a29b8f,https://www.lamudi.com.ph/property/41032-73-c00f36a29bd8-415-191ff3c-8d93-78cd,Condo For Rent in Plainview,"Plainview, Mandaluyong",55000.0,1,1,mandaluyong,condo
0191df3b-049b-7ff4-a0c7-7842729f4ce0,https://www.lamudi.com.ph/property/41032-73-7842729f4d29-4e4-191df84-a110-803d,Condo For Rent in Barangka Ilaya,"Barangka Ilaya, Mandaluyong",15000.0,1,1,mandaluyong,condo
0191bfb2-c5e0-7aac-90ac-e0ecba865acc,https://www.lamudi.com.ph/property/41032-73-e0ecba865b15-c629-191bffb-90f5-7af5,Condo For Sale in Wack-Wack Greenhills,"Wack-Wack Greenhills, Mandaluyong",95484.0,1,1,mandaluyong,condo
019183d4-eae0-7330-9438-7b5ae77a384e,https://www.lamudi.com.ph/property/41032-73-7b5ae77a3897-eb29-191841d-9481-7379,Condo For Rent in Wack-Wack Greenhills,"Wack-Wack Greenhills, Mandaluyong",36000.0,,1,mandaluyong,condo
01914a8a-13ec-7aa1-8fb8-6a7f3419cf4a,https://www.lamudi.com.ph/property/41032-73-6a7f3419cf93-1435-1914ad3-9001-7aea,Condo For Rent in Wack-Wack Greenhills,"Wack-Wack Greenhills, Mandaluyong",150000.0,1,2,mandaluyong,condo
0190e81d-7c10-766e-89a7-74fbd8f7fe68,https://www.lamudi.com.ph/property/41032-73-74fbd8f7feb1-7c59-190e866-89f0-76b7,Condo For Rent in Highway Hills,"Highway Hills, Mandaluyong",13500000.0,3,2,mandaluyong,condo
0190e291-5881-755c-a678-83c01512a07d,https://www.lamudi.com.ph/property/41032-73-83c01512a0c6-58ca-190e2da-a6c1-75a5,Condo For Rent in Plainview,"Plainview, Mandaluyong",40000.0,2,1,mandaluyong,condo
01976c3c-f27d-730e-9ac3-f327297bbfac,https://www.lamudi.com.ph/property/41032-73-f327297bbff5-f2c6-1976c85-9b0c-7357,Penthouse For Rent in Addition Hills,"Addition Hills, Mandaluyong",45000.0,3,3,mandaluyong,condo
01976404-e1ca-7552-a21a-bec78be5d498,https://www.lamudi.com.ph/property/41032-73-bec78be5d4e1-e213-197644d-a263-759b,Condotel For Rent in Kapitolyo,"Kapitolyo, Pasig",38000.0,2,1,pasig,condo
01976404-b778-7bf0-b748-2925f240408f,https://www.lamudi.com.ph/property/41032-73-2925f24040d8-b7c1-197644d-b791-7c39,Condotel For Rent in Kapitolyo,"Kapitolyo, Pasig",32000.0,2,1,pasig,condo
01976404-4f29-722e-acb8-bded2528fc70,https://www.lamudi.com.ph/property/41032-73-bded2528fcb9-4f72-197644d-ad01-7277,Penthouse For Rent in Ugong,"Ugong, Pasig",150000.0,4,4,pasig,condo
01976400-7fb8-76fd-9709-54cfd73ec74b,https://www.lamudi.com.ph/property/41032-73-54cfd73ec794-8001-1976449-9752-7746,Condo For Rent in Pasig,"Pasig, Metro Manila",90000.0,4,3,pasig,condo
019763fe-3699-7533-aa0a-ff713c94d8d3,https://www.lamudi.com.ph/property/41032-73-ff713c94d91c-36e2-1976447-aa53-757c,Condo For Sale in San Antonio,"San Antonio, Pasig",,2,2,pasig,condo
019763fd-afc7-7e90-8804-ec7d092cc401,https://www.lamudi.com.ph/property/41032-73-ec7d092cc44a-b010-1976446-884d-7ed9,Condo For Rent in San Antonio,"San Antonio, Pasig",62000.0,2,2,pasig,condo
019763fd-3600-78ba-a9b8-b24e989d8b4f,https://www.lamudi.com.ph/property/41032-73-b24e989d8b98-3649-1976446-aa01-7903,Condo For Rent in Capitol Subdivision,"Capitol Subdivision, Pasig",108000.0,2,2,pasig,condo
019763fd-14e8-7ea6-97f1-18722d462548,https://www.lamudi.com.ph/property/41032-73-18722d462591-1531-1976446-983a-7eef,Condo For Rent in Kapitolyo,"Kapitolyo, Pasig",32000.0,2,1,pasig,condo
019763fc-4469-72a2-a743-a9ec0bd7cd31,https://www.lamudi.com.ph/property/41032-73-a9ec0bd7cd7a-44b2-1976445-a78c-72eb,Condo For Rent in Capitol Subdivision,"Capitol Subdivision, Pasig",60000.0,2,3,pasig,condo
019763fc-43cd-7bc1-a8ff-ec0d921c110d,https://www.lamudi.com.ph/property/41032-73-ec0d921c1156-4416-1976445-a948-7c0a,Studio For Rent in Ortigas Avenue,"Ortigas Avenue, Pasig",20000.0,1,1,pasig,condo
019763fb-637d-7340-b0c1-4a5f3b679f76,https://www.lamudi.com.ph/property/41032-73-4a5f3b679fbf-63c6-1976444-b10a-7389,Condo For Rent in Wack-Wack Greenhills,"Wack-Wack Greenhills, Mandaluyong",30000.0,1,1,pasig,condo
